id,value
id_0,4.072876778208111
id_1,16.74239304893295
id_2,22.56519316373348
id_3,8.420478204933575
id_4,27.48373903219548
id_5,21.613800244622706
id_6,22.963916152954276
id_7,31.532508013604414
id_8,15.456762949445913
id_9,60.59955395102715
id_10,16.425504997677805
id_11,11.622152109724777
id_12,62.54144093831201
id_13,51.18792386269887
id_14,21.66160645866402
id_15,11.177219046892487
id_16,31.01518748271167
id_17,69.65058400360948
id_18,-1.2724271887372727
id_19,16.896832694729234
id_20,41.67007701760284
id_21,71.56440232268041
id_22,9.069852288549619
id_23,18.418460096243837
id_24,14.872579540331614
id_25,38.346192906929225
id_26,14.948847457437422
id_27,74.01838521518431
id_28,8.90887956400122
id_29,56.29236203233482
id_30,23.83954606007151
id_31,7.1644981139877215
id_32,1.9458889972445015
id_33,21.3152227302629
id_34,29.989432256440466
id_35,36.831318144864404
id_36,43.23366288912689
id_37,30.305787283499473
id_38,42.89872533163647
id_39,33.753111306173196
id_40,6.806500858270655
id_41,39.558113686876425
id_42,32.01634818184918
id_43,49.56753217312926
id_44,15.740139260398108
id_45,35.89010162037903
id_46,25.440701522439504
id_47,10.86470087918573
id_48,22.80469138003103
id_49,31.64453249861902
id_50,21.179256848137513
id_51,9.244942408287715
id_52,20.64830646561787
id_53,53.574710887130735
id_54,14.901389584423988
id_55,37.500388684795304
id_56,31.927132803135986
id_57,23.25053483852877
id_58,57.74728446921789
id_59,20.823976761762204
id_60,15.372210934258034
id_61,40.80257287376253
id_62,13.280321320587136
id_63,50.6330068389672
id_64,16.43798791637639
id_65,14.428543859142357
id_66,13.061747652056187
id_67,0.8186451274038484
id_68,42.71772713815186
id_69,32.046779798878504
id_70,19.77268978342835
id_71,38.33708149524171
id_72,58.41269480582598
id_73,5.296424476771415
id_74,16.577984625494672
id_75,5.105309971315001
id_76,40.92208749071815
id_77,14.481151005110014
id_78,20.73906688751934
id_79,21.942529391222557
id_80,23.98382008241022
id_81,39.27043461764148
id_82,25.545071981531116
id_83,89.7793208141593
id_84,36.44316602421854
id_85,26.7323716666336
id_86,24.255711910748207
id_87,29.716706983461453
