id,value
id_0,7.028249016185891
id_1,18.270007805476453
id_2,23.99749706275329
id_3,7.042332124595667
id_4,27.15776903501755
id_5,22.4290305559441
id_6,24.33027558421956
id_7,30.82657814083558
id_8,16.674944473472316
id_9,60.23967165602733
id_10,11.851328031716669
id_11,8.980328787055639
id_12,62.73950155526885
id_13,53.66091895308465
id_14,21.84024654017132
id_15,12.295290189773526
id_16,32.250439601748
id_17,66.32466735008859
id_18,-0.9551088746311143
id_19,17.169385235739508
id_20,41.71259659774822
id_21,72.02828194499322
id_22,8.740176920076781
id_23,17.759767248617692
id_24,14.661818996422102
id_25,38.30085852984525
id_26,14.15811004332341
id_27,71.56595875737244
id_28,6.991560519712552
id_29,55.914904364193525
id_30,24.609208420343528
id_31,9.192596301340641
id_32,3.3291767659039824
id_33,18.7897420539811
id_34,28.663646079357854
id_35,37.16945899733848
id_36,43.125157540003656
id_37,30.610538653926024
id_38,41.460075327726734
id_39,35.342396611975474
id_40,7.076787028653666
id_41,41.26706115451861
id_42,31.342123659320105
id_43,51.367005777424666
id_44,17.831530684891572
id_45,35.4097819507251
id_46,24.06347196390952
id_47,9.247511878655432
id_48,26.38878892455632
id_49,32.11375044915322
id_50,20.926687549945427
id_51,8.117380373257427
id_52,21.944122396762573
id_53,52.845244951039845
id_54,16.738093589840542
id_55,36.0879247711316
id_56,32.366084496896285
id_57,20.709990027365993
id_58,58.03135349075718
id_59,22.89894929680708
id_60,14.720083594984986
id_61,41.27486550077758
id_62,12.906437686289035
id_63,49.18936916130065
id_64,13.188094530618635
id_65,15.319915692029166
id_66,15.092480117007003
id_67,-1.1636324244586973
id_68,43.858700701610545
id_69,30.09612879176181
id_70,19.89026952680293
id_71,41.240957436286216
id_72,61.078063181628934
id_73,5.531485947914477
id_74,16.255995753964445
id_75,3.7798411351872163
id_76,40.42804115117315
id_77,14.556446803510315
id_78,22.39578675685389
id_79,20.951927964755324
id_80,23.869967251320272
id_81,36.15112324787286
id_82,22.41304566844013
id_83,90.33102194346225
id_84,37.769400721525145
id_85,29.16460656347892
id_86,22.358350742945156
id_87,33.05372468933844
id_88,23.689983837610242
id_89,19.62077528739665
id_90,29.235329933164447
id_91,41.35166044270224
id_92,4.671714988177583
id_93,38.6614768918245
id_94,46.155801266583914
id_95,16.642804688194662
id_96,32.17312148609625
id_97,13.217011848804281
id_98,23.64659747922494
id_99,5.414813037041625
id_100,18.299924653695292
id_101,27.06684065021861
id_102,13.484582741055757
id_103,16.522852129439073
id_104,25.360498453804013
id_105,39.522857413556316
id_106,32.244166624303496
id_107,6.415370473903558
id_108,6.101973506242256
id_109,77.83986175031562
id_110,47.26206800050535
id_111,17.088475119557298
id_112,28.43379540289087
id_113,16.045857342106963
id_114,13.898316890729669
id_115,25.13103249915426
id_116,26.539023533412173
id_117,10.784812716569423
id_118,18.39398833338005
id_119,19.339280810876822
id_120,81.02751514993255
id_121,25.61258643501843
id_122,36.22657354416513
id_123,25.436508114218398
id_124,7.2853754139076985
id_125,39.074523642350556
id_126,9.862088938305344
id_127,21.509099379697346
id_128,29.41361237639518
id_129,63.063750981353515
id_130,22.912655152988766
id_131,22.99837968783189
id_132,58.97437036016098
id_133,15.05426604807053
id_134,13.623404452284815
id_135,3.3012197414880844
id_136,12.583483555160983
id_137,58.1105951973217
id_138,19.65054758388458
id_139,4.879578382209974
id_140,28.70871175190403
id_141,24.920844865965098
id_142,43.887067046106836
id_143,31.22998091176894
id_144,17.792812916789863
id_145,25.883196632280267
id_146,11.989135035129511
id_147,51.53734383535197
id_148,22.964080860716027
id_149,38.59730754989401
id_150,10.502120498346502
id_151,8.195069416040429
id_152,24.16206918012819
id_153,6.256522348116727
id_154,15.64645974998165
id_155,40.82431897919401
id_156,8.22879796852221
id_157,35.7644484697648
id_158,12.218398511445596
id_159,19.475438513921695
id_160,41.80129100480481
id_161,20.1804319340989
id_162,13.748751152303301
id_163,8.042258084493673
id_164,54.28337050611242
id_165,30.88985789920167
id_166,-1.2061746337926909
id_167,17.246605877477514
id_168,64.29990787591365
id_169,13.671150918926141
id_170,64.54241283890741
id_171,39.755945354854966
id_172,26.720320590044324
id_173,20.216428399725878
id_174,61.85205656053605
id_175,24.327863922790627
id_176,20.817810072406044
id_177,37.80939311084185
id_178,12.783103247244966
id_179,30.956942376125415
id_180,17.063753059465647
id_181,11.5124552843656
id_182,55.67754681745426
id_183,46.38433607502462
id_184,16.17917565022192
id_185,34.51678515065267
id_186,26.28654583111712
id_187,69.47489240743916
id_188,10.142145965098374
id_189,59.10686894780236
id_190,38.09798792886833
id_191,14.527315794335129
id_192,28.682308150573128
id_193,-0.5402286277116892
id_194,19.179741485891252
id_195,1.2228689041560248
id_196,33.868324174841234
id_197,10.501734256722733
id_198,19.116059653537423
id_199,61.03515234263903
id_200,25.547322522901883
id_201,25.963292978525935
id_202,64.51660478373928
id_203,10.908209092818087
id_204,9.656361321735435
id_205,11.625686745807853
id_206,6.919278112420946
id_207,1.9240124747380374
id_208,123.14188660341738
id_209,20.464613013333526
id_210,16.093533895164736
id_211,13.740748466732581
id_212,35.86180641580082
id_213,35.95849342831289
id_214,19.221090846112833
id_215,34.75418212060362
id_216,79.064593105602
id_217,0.6856861622811845
id_218,12.925750713929185
id_219,32.40988314253494
id_220,15.664024980839061
id_221,12.568248781394287
id_222,113.81734386152327
id_223,13.027680130298101
id_224,17.161840316410682
id_225,63.963151423477264
id_226,15.47820628361631
id_227,18.724467895015888
id_228,10.734385412595923
id_229,5.488855474543584
id_230,46.02252574122841
id_231,13.394443338075135
id_232,52.64647150881769
id_233,43.4491993428224
id_234,25.505586729148963
id_235,41.41324510732304
id_236,68.82329617232031
id_237,41.63377863934401
id_238,12.08401810449997
id_239,18.517279741576417
